"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15108","User to launch a app and perform sum and sub action","","Tue Dec 03 19:04:33 IST 2024","passed","Tue Dec 03 19:04:48 IST 2024","","User to launch and work on calculator APK","User to launch a app and perform sum and sub action",""
